Data Casos,CasosDia,Total Casos,Total Recuperados,Acumulado Testes Realizados,Ocupacao Leitos UTI,Mortes do Dia,Total Mortes,Media Movel Casos 7 dias,Taxa Transmissao,Variacao Casos 7 dias,Tendencia Casos,Media Movel Mortes 7 dias,Variacao Mortes 7 dias,Tendencia Mortes,Letalidade do Dia,Letalidade Acumulada
18/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
19/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
20/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
21/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
22/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
23/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
24/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
25/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
26/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
27/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
28/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
29/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
30/11/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
01/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
02/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
03/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
04/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
05/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
06/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
07/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
08/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
09/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
10/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
11/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
12/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
13/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
14/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
15/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
16/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
17/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
18/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
19/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
20/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
21/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
22/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
23/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
24/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
25/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
26/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
27/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
28/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
29/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
30/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
31/12/2022,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
01/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
02/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
03/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
04/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
05/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
06/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
07/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
08/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
09/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
10/01/2023,0,582727,559537,1166605,67.48,0,14175,0,0.00,,Queda,0,,Queda,0,2.43
