Data Casos,CasosDia,Total Casos,Total Recuperados,Acumulado Testes Realizados,Ocupacao Leitos UTI,Mortes do Dia,Total Mortes,Media Movel Casos 7 dias,Taxa Transmissao,Variacao Casos 7 dias,Tendencia Casos,Media Movel Mortes 7 dias,Variacao Mortes 7 dias,Tendencia Mortes,Letalidade do Dia,Letalidade Acumulada
07/08/2021,400,419294,81338,0,46.80,7,13577,369,0.90,-12.97,Estabilidade,7,0.00,Estabilidade,1.75,3.24
08/08/2021,156,419450,81338,0,46.80,7,13584,366,0.92,-14.69,Estabilidade,8,14.29,Estabilidade,4.49,3.24
09/08/2021,294,419744,81338,0,46.80,7,13591,375,0.95,-11.35,Estabilidade,8,14.29,Estabilidade,2.38,3.24
10/08/2021,430,420174,81338,0,46.60,5,13596,381,0.98,-7.97,Estabilidade,7,0.00,Estabilidade,1.16,3.24
11/08/2021,350,420524,81338,0,46.60,9,13605,347,0.86,-11.03,Estabilidade,7,-12.50,Estabilidade,2.57,3.24
12/08/2021,378,420902,81338,0,46.60,8,13613,352,0.95,-8.81,Estabilidade,7,-12.50,Estabilidade,2.12,3.23
13/08/2021,354,421256,81338,0,46.60,9,13622,337,0.94,-16.17,Queda,7,-12.50,Estabilidade,2.54,3.23
14/08/2021,178,421434,81338,0,46.60,3,13625,306,0.83,-25.00,Queda,7,0.00,Estabilidade,1.69,3.23
15/08/2021,119,421553,81338,0,46.60,3,13628,300,0.82,-24.24,Queda,6,-14.29,Estabilidade,2.52,3.23
16/08/2021,177,421730,81338,0,46.60,2,13630,284,0.76,-28.28,Queda,6,0.00,Estabilidade,1.13,3.23
17/08/2021,269,421999,81338,0,46.60,9,13639,261,0.69,-32.90,Queda,6,0.00,Estabilidade,3.35,3.23
18/08/2021,273,422272,81338,0,46.60,4,13643,250,0.72,-37.97,Queda,5,-28.57,Queda,1.47,3.23
19/08/2021,245,422517,81338,0,46.60,2,13645,231,0.66,-37.57,Queda,5,-28.57,Queda,0.82,3.23
20/08/2021,178,422695,81338,0,46.60,4,13649,206,0.61,-42.78,Queda,4,-42.86,Queda,2.25,3.23
21/08/2021,173,422868,81338,0,46.60,2,13651,205,0.67,-44.44,Queda,4,-42.86,Queda,1.16,3.23
22/08/2021,190,423058,81338,0,46.60,1,13652,215,0.72,-41.26,Queda,3,-62.50,Queda,0.53,3.23
23/08/2021,88,423146,81338,0,46.60,4,13656,202,0.71,-46.13,Queda,4,-50.00,Queda,4.55,3.23
24/08/2021,162,423308,81338,0,46.60,5,13661,187,0.72,-50.92,Queda,3,-57.14,Queda,3.09,3.23
25/08/2021,216,423524,81338,0,46.60,8,13669,179,0.72,-48.41,Queda,4,-42.86,Queda,3.70,3.23
26/08/2021,177,423701,81338,0,46.60,3,13672,169,0.73,-51.99,Queda,4,-42.86,Queda,1.69,3.23
27/08/2021,131,423832,81338,0,46.60,2,13674,162,0.79,-51.93,Queda,4,-42.86,Queda,1.53,3.23
28/08/2021,126,423958,81338,0,46.60,3,13677,156,0.76,-49.02,Queda,4,-42.86,Queda,2.38,3.23
29/08/2021,63,424021,81338,0,46.60,2,13679,138,0.64,-54.00,Queda,4,-33.33,Queda,3.17,3.23
30/08/2021,109,424130,81338,0,46.60,3,13682,141,0.70,-50.35,Queda,4,-33.33,Queda,2.75,3.23
31/08/2021,151,424281,81338,0,46.60,5,13687,139,0.74,-46.74,Queda,4,-33.33,Queda,3.31,3.23
01/09/2021,147,424428,81338,0,46.60,0,13687,129,0.72,-48.40,Queda,3,-40.00,Queda,0.00,3.22
02/09/2021,134,424562,81338,0,46.60,2,13689,123,0.73,-46.75,Queda,2,-60.00,Queda,1.49,3.22
03/09/2021,175,424737,81338,0,46.60,1,13690,129,0.80,-37.38,Queda,2,-50.00,Queda,0.57,3.22
04/09/2021,96,424833,81338,0,46.60,3,13693,125,0.80,-39.02,Queda,2,-50.00,Queda,3.13,3.22
05/09/2021,84,424917,81338,0,46.60,1,13694,128,0.93,-40.47,Queda,2,-33.33,Queda,1.19,3.22
06/09/2021,79,424996,81338,0,46.60,2,13696,124,0.88,-38.61,Queda,2,-50.00,Queda,2.53,3.22
07/09/2021,67,425063,81338,0,46.60,1,13697,112,0.81,-40.11,Queda,1,-66.67,Queda,1.49,3.22
08/09/2021,62,425125,81338,0,46.60,1,13698,100,0.78,-44.13,Queda,2,-50.00,Queda,1.61,3.22
09/09/2021,214,425339,81338,0,46.60,3,13701,111,0.90,-34.32,Queda,2,-50.00,Queda,1.40,3.22
10/09/2021,88,425427,81338,0,46.60,0,13701,99,0.77,-38.89,Queda,2,-50.00,Queda,0.00,3.22
11/09/2021,79,425506,81338,0,46.60,3,13704,96,0.77,-38.46,Queda,2,-50.00,Queda,3.80,3.22
12/09/2021,60,425566,81338,0,46.60,1,13705,93,0.73,-32.61,Queda,2,-50.00,Queda,1.67,3.22
13/09/2021,59,425625,81338,0,46.60,0,13705,90,0.73,-36.17,Queda,1,-75.00,Queda,0.00,3.22
14/09/2021,76,425701,81338,0,46.60,2,13707,91,0.81,-34.53,Queda,1,-75.00,Queda,2.63,3.22
15/09/2021,80,425781,81338,0,46.60,2,13709,94,0.94,-27.13,Queda,2,-33.33,Queda,2.50,3.22
16/09/2021,63,425844,81338,0,46.60,0,13709,72,0.65,-41.46,Queda,1,-50.00,Queda,0.00,3.22
17/09/2021,63,425907,81338,0,46.60,1,13710,69,0.70,-46.51,Queda,1,-50.00,Queda,1.59,3.22
18/09/2021,53,425960,81338,0,46.60,2,13712,65,0.68,-48.00,Queda,1,-50.00,Queda,3.77,3.22
19/09/2021,34,425994,81338,0,46.60,1,13713,61,0.66,-52.34,Queda,1,-50.00,Queda,2.94,3.22
20/09/2021,30,426024,81338,0,46.60,1,13714,57,0.63,-54.03,Queda,1,-50.00,Queda,3.33,3.22
21/09/2021,48,426072,81338,0,46.60,2,13716,53,0.58,-52.68,Queda,1,0.00,Estabilidade,4.17,3.22
22/09/2021,53,426125,81338,0,46.60,1,13717,49,0.52,-51.00,Queda,1,-50.00,Queda,1.89,3.22
23/09/2021,50,426175,81338,0,46.60,1,13718,47,0.65,-57.66,Queda,1,-50.00,Queda,2.00,3.22
24/09/2021,55,426230,81338,0,46.60,1,13719,46,0.67,-53.54,Queda,1,-50.00,Queda,1.82,3.22
25/09/2021,,426286,81338,0,46.60,0,13719,47,0.72,-51.04,Queda,1,-50.00,Queda,0.00,3.22
26/09/2021,32,426318,81338,0,46.60,0,13719,46,0.75,-50.54,Queda,1,-50.00,Queda,0.00,3.22
27/09/2021,21,426339,81338,0,46.60,1,13720,45,0.79,-50.00,Queda,1,0.00,Estabilidade,4.76,3.22
28/09/2021,49,426388,411605,0,46.60,2,13722,45,0.85,-50.55,Queda,1,0.00,Estabilidade,4.08,3.22
29/09/2021,47,426435,411605,0,46.60,1,13723,44,0.90,-53.19,Queda,1,-50.00,Queda,2.13,3.22
30/09/2021,41,426476,411605,0,46.60,0,13723,43,0.91,-40.28,Queda,1,0.00,Estabilidade,0.00,3.22
01/10/2021,51,426527,411605,0,46.60,1,13724,42,0.91,-39.13,Queda,1,0.00,Estabilidade,1.96,3.22
02/10/2021,27,426554,412137,1166605,33.00,1,13725,38,0.81,-41.54,Queda,1,0.00,Estabilidade,3.70,3.22
03/10/2021,24,426578,412137,1166605,33.00,2,13727,37,0.80,-39.34,Queda,1,0.00,Estabilidade,8.33,3.22
04/10/2021,25,426603,412137,1166605,33.00,1,13728,38,0.84,-33.33,Queda,1,0.00,Estabilidade,4.00,3.22
05/10/2021,55,426658,412137,1166605,33.00,1,13729,39,0.87,-26.42,Queda,1,0.00,Estabilidade,1.82,3.22
06/10/2021,59,426717,412137,1166605,33.00,6,13735,40,0.91,-18.37,Queda,2,100.00,Alta,10.17,3.22
07/10/2021,55,426772,412137,1166605,33.00,5,13740,42,0.98,-10.64,Estabilidade,2,100.00,Alta,9.09,3.22
08/10/2021,45,426817,412387,1166605,33.00,4,13744,41,0.98,-10.87,Estabilidade,3,200.00,Alta,8.89,3.22
09/10/2021,65,426882,412444,1166605,33.00,1,13745,47,1.24,0.00,Estabilidade,3,200.00,Alta,1.54,3.22
10/10/2021,37,426919,412444,1166605,33.00,1,13746,49,1.32,6.52,Estabilidade,3,200.00,Alta,2.70,3.22
11/10/2021,27,426946,412444,1166605,33.00,1,13747,49,1.29,8.89,Estabilidade,3,200.00,Alta,3.70,3.22
12/10/2021,28,426974,412444,1166605,33.00,2,13749,45,1.15,0.00,Estabilidade,3,200.00,Alta,7.14,3.22
13/10/2021,34,427008,412444,1166605,33.00,1,13750,42,1.05,-4.55,Estabilidade,2,100.00,Alta,2.94,3.22
14/10/2021,50,427058,412444,1166605,33.00,0,13750,41,0.98,-4.65,Estabilidade,1,0.00,Estabilidade,0.00,3.22
15/10/2021,45,427103,412685,1166605,33.00,4,13754,41,1.00,-2.38,Estabilidade,1,0.00,Estabilidade,8.89,3.22
16/10/2021,44,427147,412685,1166605,33.00,2,13756,38,0.81,0.00,Estabilidade,2,100.00,Alta,4.55,3.22
17/10/2021,17,427164,412685,1166605,33.00,0,13756,35,0.71,-5.41,Estabilidade,1,0.00,Estabilidade,0.00,3.22
18/10/2021,24,427188,412685,1166605,33.00,0,13756,35,0.71,-7.89,Estabilidade,1,0.00,Estabilidade,0.00,3.22
19/10/2021,49,427237,412685,1166605,33.00,1,13757,38,0.84,-2.56,Estabilidade,1,0.00,Estabilidade,2.04,3.22
20/10/2021,67,427304,412685,1166605,33.00,4,13761,42,1.00,5.00,Estabilidade,2,0.00,Estabilidade,5.97,3.22
21/10/2021,64,427368,412685,1166605,33.00,1,13762,44,1.07,4.76,Estabilidade,2,0.00,Estabilidade,1.56,3.22
22/10/2021,45,427413,412685,1166605,33.00,0,13762,44,1.07,7.32,Estabilidade,1,-66.67,Queda,0.00,3.22
23/10/2021,50,427463,412685,1166605,33.00,1,13763,45,1.18,-4.26,Estabilidade,1,-66.67,Queda,2.00,3.22
24/10/2021,28,427491,412685,1166605,33.00,0,13763,47,1.34,-4.08,Estabilidade,1,-66.67,Queda,0.00,3.22
25/10/2021,32,427523,412685,1166605,33.00,1,13764,48,1.37,-2.04,Estabilidade,1,-66.67,Queda,3.13,3.22
26/10/2021,54,427577,412685,1166605,33.00,1,13765,49,1.29,8.89,Estabilidade,1,-66.67,Queda,1.85,3.22
27/10/2021,36,427613,412685,1166605,33.00,2,13767,44,1.05,4.76,Estabilidade,1,-50.00,Queda,5.56,3.22
28/10/2021,59,427672,412685,1166605,33.00,2,13769,43,0.98,4.88,Estabilidade,1,0.00,Estabilidade,3.39,3.22
29/10/2021,45,427717,413270,1166605,33.00,0,13769,43,0.98,4.88,Estabilidade,1,0.00,Estabilidade,0.00,3.22
30/10/2021,51,427768,413270,1166605,33.00,1,13770,44,0.98,15.79,Alta,1,-50.00,Queda,1.96,3.22
31/10/2021,20,427788,413270,1166605,33.00,0,13770,42,0.89,20.00,Alta,1,0.00,Estabilidade,0.00,3.22
01/11/2021,18,427806,413270,1166605,33.00,1,13771,40,0.83,14.29,Estabilidade,1,0.00,Estabilidade,5.56,3.22
02/11/2021,39,427845,413270,1166605,33.00,1,13772,38,0.78,0.00,Estabilidade,1,0.00,Estabilidade,2.56,3.22
03/11/2021,22,427867,413270,1166605,33.00,0,13772,36,0.82,-14.29,Estabilidade,1,-50.00,Queda,0.00,3.22
04/11/2021,73,427940,413270,1166605,33.00,2,13774,38,0.88,-13.64,Estabilidade,1,-50.00,Queda,2.74,3.22
05/11/2021,99,428039,413270,1166605,33.00,1,13775,46,1.07,4.55,Estabilidade,1,0.00,Estabilidade,1.01,3.22
06/11/2021,70,428109,413270,1166605,33.00,1,13776,49,1.11,8.89,Estabilidade,1,0.00,Estabilidade,1.43,3.22
07/11/2021,46,428155,413270,1166605,33.00,0,13776,52,1.24,10.64,Estabilidade,1,0.00,Estabilidade,0.00,3.22
08/11/2021,113,428268,413270,1166605,33.00,2,13778,66,1.65,37.50,Alta,1,0.00,Estabilidade,1.77,3.22
09/11/2021,77,428345,413270,1166605,33.00,2,13780,71,1.87,44.90,Alta,1,0.00,Estabilidade,2.60,3.22
10/11/2021,81,428426,413270,1166605,33.00,1,13781,80,2.22,81.82,Alta,1,0.00,Estabilidade,1.23,3.22
11/11/2021,60,428486,413270,1166605,33.00,0,13781,78,2.05,81.40,Alta,1,0.00,Estabilidade,0.00,3.22
12/11/2021,52,428538,413270,1166605,33.00,0,13781,71,1.54,65.12,Alta,1,0.00,Estabilidade,0.00,3.22
13/11/2021,77,428615,413270,1166605,33.00,1,13782,72,1.47,63.64,Alta,1,0.00,Estabilidade,1.30,3.22
14/11/2021,57,428672,413270,1166605,33.00,0,13782,74,1.42,76.19,Alta,1,0.00,Estabilidade,0.00,3.22
15/11/2021,13,428685,413270,1166605,33.00,2,13784,60,0.91,50.00,Alta,1,0.00,Estabilidade,15.38,3.22
16/11/2021,26,428711,413270,1166605,33.00,0,13784,52,0.73,36.84,Alta,1,0.00,Estabilidade,0.00,3.22
17/11/2021,104,428815,413270,1166605,33.00,3,13787,56,0.70,55.56,Alta,1,0.00,Estabilidade,2.88,3.22
18/11/2021,97,428912,413270,1166605,33.00,2,13789,61,0.78,60.53,Alta,1,0.00,Estabilidade,2.06,3.21
19/11/2021,69,428981,413270,1166605,33.00,2,13791,63,0.89,36.96,Alta,1,0.00,Estabilidade,2.90,3.21
20/11/2021,103,429084,413270,1166605,33.00,0,13791,67,0.93,36.73,Alta,1,0.00,Estabilidade,0.00,3.21
21/11/2021,37,429121,413270,1166605,33.00,0,13791,64,0.86,23.08,Alta,1,0.00,Estabilidade,0.00,3.21
22/11/2021,42,429163,413270,1166605,33.00,3,13794,68,1.13,3.03,Estabilidade,1,0.00,Estabilidade,7.14,3.21
23/11/2021,81,429244,413270,1166605,33.00,2,13796,76,1.46,7.04,Estabilidade,2,100.00,Alta,2.47,3.21
24/11/2021,91,429335,413270,1166605,33.00,2,13798,74,1.32,-7.50,Estabilidade,2,100.00,Alta,2.20,3.21
25/11/2021,136,429471,413270,1166605,33.00,0,13798,80,1.31,2.56,Estabilidade,1,0.00,Estabilidade,0.00,3.21
26/11/2021,140,429611,413270,1166605,33.00,2,13800,90,1.43,26.76,Alta,1,0.00,Estabilidade,1.43,3.21
27/11/2021,132,429743,413270,1166605,33.00,1,13801,94,1.40,30.56,Alta,1,0.00,Estabilidade,0.76,3.21
28/11/2021,35,429778,413270,1166605,33.00,0,13801,94,1.47,27.03,Alta,1,0.00,Estabilidade,0.00,3.21
29/11/2021,43,429821,413270,1166605,33.00,0,13801,94,1.38,56.67,Alta,1,0.00,Estabilidade,0.00,3.21
30/11/2021,123,429944,413270,1166605,33.00,2,13803,100,1.32,92.31,Alta,1,0.00,Estabilidade,1.63,3.21
01/12/2021,129,430073,414852,1166605,33.00,2,13805,105,1.42,87.50,Alta,1,0.00,Estabilidade,1.55,3.21
02/12/2021,119,430192,414852,1166605,33.00,1,13806,103,1.29,68.85,Alta,1,0.00,Estabilidade,0.84,3.21
03/12/2021,158,430350,414852,1166605,33.00,2,13808,106,1.18,68.25,Alta,1,0.00,Estabilidade,1.27,3.21
04/12/2021,134,430484,414852,1166605,33.00,1,13809,106,1.13,58.21,Alta,1,0.00,Estabilidade,0.75,3.21
05/12/2021,35,430519,414852,1166605,33.00,1,13810,106,1.13,65.63,Alta,1,0.00,Estabilidade,2.86,3.21
06/12/2021,83,430602,414852,1166605,33.00,1,13811,112,1.19,64.71,Alta,1,0.00,Estabilidade,1.20,3.21
07/12/2021,188,430790,414852,1166605,33.00,0,13811,121,1.21,59.21,Alta,1,-50.00,Queda,0.00,3.21
08/12/2021,202,430992,414852,1166605,33.00,1,13812,131,1.25,77.03,Alta,1,-50.00,Queda,0.50,3.20
09/12/2021,94,431086,414852,1166605,33.00,0,13812,128,1.24,60.00,Alta,1,0.00,Estabilidade,0.00,3.20
10/12/2021,177,431263,414852,1166605,33.00,0,13812,130,1.23,44.44,Alta,1,0.00,Estabilidade,0.00,3.20
11/12/2021,140,431403,414852,1166605,33.00,0,13812,131,1.24,39.36,Alta,0,-100.00,Queda,0.00,3.20
12/12/2021,125,431528,414852,1166605,33.00,0,13812,144,1.36,53.19,Alta,0,-100.00,Queda,0.00,3.20
13/12/2021,64,431592,414852,1166605,33.00,0,13812,141,1.26,50.00,Alta,0,-100.00,Queda,0.00,3.20
14/12/2021,228,431820,414852,1166605,33.00,4,13816,147,1.21,47.00,Alta,1,0.00,Estabilidade,1.75,3.20
15/12/2021,183,432003,414852,1166605,33.00,1,13817,144,1.10,37.14,Alta,1,0.00,Estabilidade,0.55,3.20
16/12/2021,177,432180,414852,1166605,33.00,2,13819,156,1.22,51.46,Alta,1,0.00,Estabilidade,1.13,3.20
17/12/2021,321,432501,414852,1166605,33.00,1,13820,177,1.36,66.98,Alta,1,0.00,Estabilidade,0.31,3.20
18/12/2021,87,432588,414852,1166605,33.00,0,13820,169,1.29,59.43,Alta,1,0.00,Estabilidade,0.00,3.19
19/12/2021,67,432655,414852,1166605,33.00,0,13820,161,1.12,51.89,Alta,1,0.00,Estabilidade,0.00,3.19
20/12/2021,57,432712,414852,1166605,33.00,0,13820,160,1.13,42.86,Alta,1,0.00,Estabilidade,0.00,3.19
21/12/2021,123,432835,414852,1166605,33.00,2,13822,145,0.99,19.83,Alta,1,0.00,Estabilidade,1.63,3.19
22/12/2021,160,432995,414852,1166605,33.00,0,13822,142,0.99,8.40,Estabilidade,1,0.00,Estabilidade,0.00,3.19
23/12/2021,146,433141,414852,1166605,33.00,2,13824,137,0.88,7.03,Estabilidade,1,0.00,Estabilidade,1.37,3.19
24/12/2021,67,433208,414852,1166605,33.00,2,13826,101,0.57,-22.31,Queda,1,0.00,Estabilidade,2.99,3.19
25/12/2021,28,433236,414852,1166605,33.00,2,13828,93,0.55,-29.01,Queda,1,,Estabilidade,7.14,3.19
26/12/2021,27,433263,414852,1166605,33.00,2,13830,87,0.54,-39.58,Queda,1,,Estabilidade,7.41,3.19
27/12/2021,72,433335,414852,1166605,33.00,1,13831,89,0.56,-36.88,Queda,2,,Estabilidade,1.39,3.19
28/12/2021,119,433454,414852,1166605,33.00,1,13832,88,0.61,-40.14,Queda,1,0.00,Estabilidade,0.84,3.19
29/12/2021,134,433588,414852,1166605,33.00,2,13834,85,0.60,-40.97,Queda,2,100.00,Alta,1.49,3.19
30/12/2021,121,433709,414852,1166605,33.00,0,13834,81,0.59,-48.08,Queda,1,0.00,Estabilidade,0.00,3.19
31/12/2021,104,433813,414852,1166605,33.00,1,13835,86,0.85,-51.41,Queda,1,0.00,Estabilidade,0.96,3.19
01/01/2022,37,433850,414852,1166605,33.00,1,13836,88,0.95,-47.93,Queda,1,0.00,Estabilidade,2.70,3.19
02/01/2022,32,433882,414852,1166605,33.00,1,13837,88,1.01,-45.34,Queda,1,0.00,Estabilidade,3.13,3.19
03/01/2022,88,433970,414852,1166605,33.00,1,13838,91,1.02,-43.13,Queda,1,0.00,Estabilidade,1.14,3.19
04/01/2022,172,434142,414852,1166605,33.00,0,13838,98,1.11,-32.41,Queda,1,0.00,Estabilidade,0.00,3.19
05/01/2022,178,434320,414852,1166605,33.00,1,13839,105,1.24,-26.06,Queda,1,0.00,Estabilidade,0.56,3.19
06/01/2022,275,434595,414852,1166605,33.00,3,13842,127,1.57,-7.30,Estabilidade,1,0.00,Estabilidade,1.09,3.19
07/01/2022,363,434958,414852,1166605,33.00,1,13843,164,1.91,62.38,Alta,1,0.00,Estabilidade,0.28,3.18
08/01/2022,426,435384,414852,1166605,33.00,1,13844,219,2.49,135.48,Alta,1,0.00,Estabilidade,0.23,3.18
09/01/2022,365,435749,414852,1166605,33.00,2,13846,267,3.03,206.90,Alta,1,0.00,Estabilidade,0.55,3.18
10/01/2022,229,435978,414852,1166605,33.00,3,13849,287,3.15,222.47,Alta,2,0.00,Estabilidade,1.31,3.18
11/01/2022,1219,437197,414852,1166605,33.00,1,13850,436,4.45,395.45,Alta,2,100.00,Alta,0.08,3.17
12/01/2022,1759,438956,414852,1166605,33.00,1,13851,662,6.30,678.82,Alta,2,0.00,Estabilidade,0.06,3.16
13/01/2022,2304,441260,414852,1166605,33.00,4,13855,952,7.50,"1,075.31",Alta,2,100.00,Alta,0.17,3.14
14/01/2022,2782,444042,414852,1166605,33.00,1,13856,1298,7.91,"1,409.30",Alta,2,100.00,Alta,0.04,3.12
15/01/2022,2638,446680,414852,1166605,33.00,0,13856,1614,7.37,"1,734.09",Alta,2,100.00,Alta,0.00,3.10
16/01/2022,3079,449759,414852,1166605,33.00,1,13857,2001,7.49,"2,173.86",Alta,2,100.00,Alta,0.03,3.08
17/01/2022,2674,452433,414852,1166605,33.00,1,13858,2351,8.19,"2,483.52",Alta,1,0.00,Estabilidade,0.04,3.06
18/01/2022,4975,457408,420707,1166605,33.00,2,13860,2887,6.62,"2,845.92",Alta,1,0.00,Estabilidade,0.04,3.03
19/01/2022,7505,464913,420707,1166605,33.00,3,13863,3708,5.60,"3,431.43",Alta,2,100.00,Alta,0.04,2.98
20/01/2022,8319,473232,420707,1166605,33.00,6,13869,4567,4.80,"3,496.06",Alta,2,100.00,Alta,0.07,2.93
21/01/2022,8063,481295,420707,1166605,33.00,12,13881,5322,4.10,"3,145.12",Alta,4,300.00,Alta,0.15,2.88
22/01/2022,7467,488762,420707,1166605,33.00,0,13881,6012,3.72,"2,645.21",Alta,4,300.00,Alta,0.00,2.84
23/01/2022,3211,491973,420707,1166605,33.00,5,13886,6031,3.01,"2,158.80",Alta,4,300.00,Alta,0.16,2.82
24/01/2022,3555,495528,420707,1166605,33.00,6,13892,6156,2.62,"2,044.95",Alta,5,150.00,Alta,0.17,2.80
25/01/2022,7334,502862,420707,1166605,33.00,10,13902,6493,2.25,"1,389.22",Alta,6,200.00,Alta,0.14,2.76
26/01/2022,6266,509128,420707,1166605,33.00,6,13908,6316,1.70,854.08,Alta,6,200.00,Alta,0.10,2.73
27/01/2022,6312,515440,420707,1166605,33.00,5,13913,6030,1.32,533.40,Alta,6,200.00,Alta,0.08,2.70
28/01/2022,6011,521451,420707,1166605,33.00,9,13922,5737,1.08,341.99,Alta,6,200.00,Alta,0.15,2.67
29/01/2022,4869,526320,420707,1166605,33.00,6,13928,5365,0.89,232.40,Alta,7,250.00,Alta,0.12,2.65
30/01/2022,1948,528268,420707,1166605,33.00,8,13936,5185,0.86,159.12,Alta,7,250.00,Alta,0.41,2.64
31/01/2022,1608,529876,420707,1166605,33.00,13,13949,4907,0.80,108.72,Alta,8,700.00,Alta,0.81,2.63
01/02/2022,4716,534592,420707,1166605,33.00,13,13962,4533,0.70,57.01,Alta,9,800.00,Alta,0.28,2.61
02/02/2022,2849,537441,420707,1166605,33.00,19,13981,4045,0.64,9.09,Estabilidade,10,400.00,Alta,0.67,2.60
03/02/2022,4227,541668,420707,1166605,33.00,10,13991,3747,0.62,-17.95,Queda,11,450.00,Alta,0.24,2.58
04/02/2022,3497,545165,420707,1166605,67.48,7,13998,3388,0.59,-36.34,Queda,11,175.00,Alta,0.20,2.57
05/02/2022,2356,547521,420707,1166605,67.48,8,14006,3029,0.56,-49.62,Queda,11,175.00,Alta,0.34,2.56
06/02/2022,817,548338,420707,1166605,67.48,5,14011,2867,0.55,-52.46,Queda,11,175.00,Alta,0.61,2.56
07/02/2022,738,549076,420707,1166605,67.48,13,14024,2743,0.56,-55.44,Queda,11,120.00,Alta,1.76,2.55
08/02/2022,2858,551934,420707,1166605,67.48,10,14034,2477,0.55,-61.85,Queda,10,66.67,Alta,0.35,2.54
09/02/2022,2649,554583,420707,1166605,67.48,11,14045,2449,0.61,-61.23,Queda,9,50.00,Alta,0.42,2.53
10/02/2022,2663,557246,420707,1166605,67.48,7,14052,2225,0.59,-63.10,Queda,9,50.00,Alta,0.26,2.52
11/02/2022,2408,559654,420707,1166605,67.48,7,14059,2070,0.61,-63.92,Queda,9,50.00,Alta,0.29,2.51
12/02/2022,2347,562001,420707,1166605,67.48,4,14063,2069,0.68,-61.44,Queda,8,14.29,Estabilidade,0.17,2.50
13/02/2022,536,562537,420707,1166605,67.48,1,14064,2028,0.71,-60.89,Queda,8,14.29,Estabilidade,0.19,2.50
14/02/2022,447,562984,420707,1166605,67.48,3,14067,1987,0.72,-59.51,Queda,6,-25.00,Queda,0.67,2.50
15/02/2022,1722,564706,434795,1166605,67.48,6,14073,1825,0.74,-59.74,Queda,6,-33.33,Queda,0.35,2.49
16/02/2022,1025,565731,434795,1166605,67.48,3,14076,1593,0.65,-60.62,Queda,4,-60.00,Queda,0.29,2.49
17/02/2022,957,566688,434795,1166605,67.48,7,14083,1349,0.61,-64.00,Queda,4,-63.64,Queda,0.73,2.49
18/02/2022,1285,567973,434795,1166605,67.48,3,14086,1188,0.57,-64.94,Queda,4,-63.64,Queda,0.23,2.48
19/02/2022,653,568626,434795,1166605,67.48,1,14087,946,0.46,-68.77,Queda,3,-72.73,Queda,0.15,2.48
20/02/2022,728,569354,434795,1166605,67.48,6,14093,974,0.48,-66.03,Queda,4,-63.64,Queda,0.82,2.48
21/02/2022,480,569834,434795,1166605,67.48,2,14095,979,0.49,-64.31,Queda,4,-63.64,Queda,0.42,2.47
22/02/2022,765,570599,434795,1166605,67.48,3,14098,842,0.46,-66.01,Queda,4,-60.00,Queda,0.39,2.47
23/02/2022,575,571174,434795,1166605,67.48,3,14101,778,0.49,-68.23,Queda,4,-55.56,Queda,0.52,2.47
24/02/2022,575,571749,434795,1166605,67.48,3,14104,723,0.54,-67.51,Queda,3,-66.67,Queda,0.52,2.47
25/02/2022,600,572349,434795,1166605,67.48,6,14110,625,0.53,-69.81,Queda,3,-66.67,Queda,1.00,2.47
26/02/2022,652,573001,434795,1166605,67.48,5,14115,625,0.66,-69.79,Queda,4,-50.00,Queda,0.77,2.46
27/02/2022,514,573515,434795,1166605,67.48,1,14116,594,0.61,-70.71,Queda,3,-62.50,Queda,0.19,2.46
28/02/2022,62,573577,434795,1166605,67.48,3,14119,535,0.55,-73.07,Queda,3,-50.00,Queda,4.84,2.46
01/03/2022,85,573662,434795,1166605,67.48,2,14121,438,0.52,-76.00,Queda,3,-50.00,Queda,2.35,2.46
02/03/2022,54,573716,434795,1166605,67.48,1,14122,363,0.47,-77.21,Queda,3,-25.00,Queda,1.85,2.46
03/03/2022,45,573761,434795,1166605,67.48,0,14122,287,0.40,-78.72,Queda,3,-25.00,Queda,0.00,2.46
04/03/2022,543,574304,434795,1166605,67.48,2,14124,279,0.45,-76.52,Queda,2,-50.00,Queda,0.37,2.46
05/03/2022,347,574651,434795,1166605,67.48,5,14129,236,0.38,-75.05,Queda,2,-33.33,Queda,1.44,2.46
06/03/2022,532,575183,434795,1166605,67.48,0,14129,238,0.40,-75.56,Queda,2,-50.00,Queda,0.00,2.46
07/03/2022,319,575502,434795,1166605,67.48,3,14132,275,0.51,-71.91,Queda,2,-50.00,Queda,0.94,2.46
08/03/2022,554,576056,434795,1166605,67.48,1,14133,342,0.78,-59.38,Queda,2,-50.00,Queda,0.18,2.45
09/03/2022,486,576542,434795,1166605,67.48,1,14134,404,1.11,-48.07,Queda,2,-50.00,Queda,0.21,2.45
10/03/2022,552,577094,434795,1166605,67.48,3,14137,476,1.66,-34.16,Queda,2,-33.33,Queda,0.54,2.45
11/03/2022,493,577587,559537,1166605,67.48,2,14139,469,1.68,-24.96,Queda,2,-33.33,Queda,0.41,2.45
12/03/2022,509,578096,559537,1166605,67.48,2,14141,492,2.08,-21.28,Queda,2,-50.00,Queda,0.39,2.45
13/03/2022,425,578521,559537,1166605,67.48,2,14143,477,2.00,-19.70,Queda,2,-33.33,Queda,0.47,2.44
